variable,value,outcome
vdem_v2x_ex_military,0.007371242496763526,coup
wdi_infmort,0.004976092563093215,coup
wdi_infmort_yearadj,0.00403167848524794,coup
years_since_last_pt_attempt,0.003553380782095846,coup
years_since_last_pt_coup,0.0018433821647369053,coup
years_since_last_pt_failed,0.0013403397191188912,coup
pt_coup_num10yrs,0.0012653769148585215,coup
reign_tenure_months,0.0011630784047398184,coup
vdem_v2x_diagacc,0.0011486027091770223,coup
vdem_v2x_egal,0.0011181858463400484,coup
reign_irregular,0.0010323464783527565,coup
vdem_v2x_gencl,0.0010230454746061007,coup
vdem_v2x_accountability,9.346511211189757e-4,coup
vdem_v2x_freexp_altinf,9.314740295175916e-4,coup
vdem_v2x_clphy,9.287040004668495e-4,coup
vdem_v2x_neopat,8.861142848798707e-4,coup
pt_coup_num5yrs,8.786540121916954e-4,coup
vdem_v2x_egaldem,8.58685892949542e-4,coup
vdem_v2x_freexp,8.157506047425902e-4,coup
pt_attempt_num5yrs,7.76779736242968e-4,coup
vdem_v2x_gencs,7.507740034777364e-4,coup
vdem_v2x_gender,7.474581873693178e-4,coup
vdem_v2x_rule,7.256566959603039e-4,coup
vdem_v2x_delibdem,6.955627939285713e-4,coup
vdem_v2x_corr,6.826309122949396e-4,coup
vdem_v2x_clpol,6.033035006090367e-4,coup
vdem_v2x_cspart,6.020423400027344e-4,coup
vdem_v2x_feduni,5.938641728808968e-4,coup
vdem_v2x_libdem,5.633846398306946e-4,coup
pt_attempt_num10yrs,5.572117033189533e-4,coup
vdem_v2x_frassoc_thick,5.567423417071123e-4,coup
vdem_v2x_horacc,5.465564883338944e-4,coup
vdem_v2x_partip,5.240441262424795e-4,coup
vdem_v2x_partipdem,4.633024564103506e-4,coup
vdem_v2x_pubcorr,4.487484003776837e-4,coup
ln_state_age,4.486320688049297e-4,coup
vdem_v2x_civlib,4.245007978474714e-4,coup
vdem_v2x_execorr,4.063949367495801e-4,coup
vdem_v2x_EDcomp_thick,3.794939116301492e-4,coup
vdem_v2x_mpi,3.694412351477354e-4,coup
vdem_v2x_jucon,3.5497053328974003e-4,coup
vdem_v2x_polyarchy,3.408025685611874e-4,coup
vdem_v2x_liberal,3.3321259827181533e-4,coup
oil_price_real,2.802877235883214e-4,coup
wdi_cellphones_per100_imputed,2.707456257096717e-4,coup
vdem_v2x_veracc,2.668441400360879e-4,coup
reign_loss,2.5896267564556305e-4,coup
vdem_v2x_ex_hereditary,2.580812945221777e-4,coup
reign_lastelection,2.4394053423004364e-4,coup
wdi_cellphones_per100,2.174371748367132e-4,coup
vdem_v2x_genpp,1.9769749776440442e-4,coup
wdi_internet_users_pct,1.9299482530335782e-4,coup
pt_attempt_total,1.725691950022219e-4,coup
vdem_v2x_accountability_sd,1.583173472893735e-4,coup
vdem_v2x_horacc_sd,1.4539008945114353e-4,coup
vdem_v2x_mpi_sd,1.4210203455071175e-4,coup
vdem_v2x_divparctrl,1.3087967494825942e-4,coup
reign_male,1.2812822114111904e-4,coup
vdem_v2x_api,1.2536973900111352e-4,coup
vdem_v2x_api_sd,1.1909012941030268e-4,coup
vdem_v2x_partip_sd,1.098309767302365e-4,coup
vdem_v2x_diagacc_sd,1.038716501123809e-4,coup
vdem_v2x_civlib_sd,1.0196659417010136e-4,coup
vdem_v2x_delibdem_d1,9.795417927941861e-5,coup
vdem_v2x_corr_sd,9.7306167770054e-5,coup
vdem_v2x_genpp_sd,9.522649586984139e-5,coup
vdem_v2x_gender_sd,9.349265089492423e-5,coup
vdem_v2x_clpriv_sd,8.819688587338678e-5,coup
vdem_v2x_partipdem_sd,8.393060227465844e-5,coup
pt_failed_num10yrs,8.356349032560336e-5,coup
vdem_v2x_pubcorr_sd,8.19253617376674e-5,coup
vdem_v2x_clpriv,7.971578280258484e-5,coup
vdem_v2x_EDcomp_thick_sd,7.586084678950872e-5,coup
vdem_v2x_gencs_sd,7.518848834305336e-5,coup
pt_failed_total,7.392118927159644e-5,coup
vdem_v2x_partipdem_d1,7.278813008645858e-5,coup
vdem_v2x_polyarchy_sd,7.146243013240791e-5,coup
vdem_v2x_mpi_d1,7.03924977030121e-5,coup
vdem_v2x_egaldem_sd,6.631003882708053e-5,coup
vdem_v2x_libdem_d1,6.498555694730331e-5,coup
vdem_v2x_egal_sd,6.33507803322797e-5,coup
vdem_v2x_clphy_d1,6.013283499386352e-5,coup
vdem_v2x_ex_military_sd,5.824719475317394e-5,coup
vdem_v2x_legabort,5.581652703482615e-5,coup
vdem_v2x_execorr_sd,5.285349146728711e-5,coup
vdem_v2x_genpp_d1,5.24538254922434e-5,coup
reign_gov_pres,5.1005698115969435e-5,coup
wdi_internet_users_pct_imputed,4.9460661101692755e-5,coup
vdem_v2x_freexp_sd,4.933931090926652e-5,coup
vdem_v2x_freexp_d1,4.8087834239651706e-5,coup
pt_coup_total,4.710084649927226e-5,coup
vdem_v2x_cspart_sd,4.709269275650503e-5,coup
vdem_v2x_pubcorr_d1,4.641255869032852e-5,coup
vdem_v2x_gender_d1,4.623791524127321e-5,coup
vdem_v2x_libdem_sd,4.618520318684057e-5,coup
vdem_v2x_clphy_sd,4.5985977965437074e-5,coup
vdem_v2x_ex_hereditary_d1,4.4459494860402455e-5,coup
vdem_v2x_freexp_altinf_sd,4.419458322983558e-5,coup
vdem_v2x_legabort_d1,4.315480694873235e-5,coup
vdem_v2x_suffr,4.264752697133318e-5,coup
vdem_v2x_diagacc_d1,4.241159788252462e-5,coup
vdem_v2x_ex_confidence,4.161906864986104e-5,coup
vdem_v2x_liberal_sd,4.102586470083801e-5,coup
vdem_v2x_freexp_altinf_d1,4.047370865978004e-5,coup
vdem_v2x_frassoc_thick_sd,3.8527806492973376e-5,coup
epr_excluded_groups_pop,3.852656497856224e-5,coup
epr_elf,3.783353424417713e-5,coup
vdem_v2x_delibdem_sd,3.7522596482744285e-5,coup
reign_gov_parl,3.747876439761202e-5,coup
reign_prev_conflict,3.714227764532745e-5,coup
vdem_v2x_EDcomp_thick_d1,3.663072407165561e-5,coup
vdem_v2x_hosinter_sd,3.576649068119312e-5,coup
vdem_v2x_polyarchy_d1,3.414113896412485e-5,coup
vdem_v2x_liberal_d1,3.163078819047919e-5,coup
vdem_v2x_frassoc_thick_d1,3.135649495818132e-5,coup
reign_gov_military,3.1154085193006357e-5,coup
vdem_v2x_jucon_d1,3.0801078554689946e-5,coup
vdem_v2x_ex_confidence_sd,3.0298613597644168e-5,coup
vdem_v2x_partip_d1,2.87970301807141e-5,coup
vdem_v2x_clpol_sd,2.7838547465735103e-5,coup
vdem_v2x_egaldem_d1,2.781897152056366e-5,coup
vdem_v2x_neopat_sd,2.694752236064555e-5,coup
vdem_v2x_gencs_d1,2.683735776904635e-5,coup
vdem_v2x_veracc_sd,2.5478483157051764e-5,coup
epr_excluded_groups_count,2.476139414531228e-5,coup
vdem_v2x_ex_hereditary_sd,2.4112828709543176e-5,coup
vdem_v2x_api_d1,2.3758877591275998e-5,coup
reign_age,2.200785028454741e-5,coup
pt_attempt_num,2.1482542806440792e-5,coup
reign_gov_provisional,2.097874117030826e-5,coup
vdem_v2x_elecoff_sd,1.957861767494555e-5,coup
vdem_v2x_elecreg_sd,1.8588398217863106e-5,coup
vdem_v2x_ex_military_d1,1.8496310007421e-5,coup
epr_inpower_groups_count,1.7267259312430482e-5,coup
vdem_v2x_cspart_d1,1.7096578019223207e-5,coup
vdem_v2x_liberal_imputed,1.6992636718383017e-5,coup
vdem_v2x_libdem_imputed,1.6490279024224173e-5,coup
vdem_v2x_horacc_d1,1.6156116158284718e-5,coup
vdem_v2x_accountability_d1,1.6066244517953098e-5,coup
vdem_v2x_gencl_sd,1.5843292394547407e-5,coup
